,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
42923,7,1,Online,10,No,32,61,69,0,36
42924,7,1,Online,10,No,12,53,29,0,22
42925,7,1,Online,10,No,23,32,10,0,36
42926,7,1,Online,10,No,19,145,14,0,36
42927,7,1,Online,10,No,81,88,27,0,36
42928,7,1,Online,10,No,21,26,24,0,36
42929,7,1,Online,10,No,114,126,16,0,23
42930,7,1,Online,10,No,29,118,15,0,36
42931,7,1,Online,10,No,92,126,10,0,36
42932,7,1,Online,10,No,37,138,28,0,36
42933,7,1,Online,10,No,14,144,80,0,36
42934,7,1,Online,10,No,10,26,30,0,36
42935,7,1,Online,10,No,2,129,26,0,36
42936,7,1,Online,10,No,2,123,26,0,36
42937,7,1,Online,10,No,17,4,48,0,36
42938,7,1,Online,10,No,60,79,10,0,31
42939,7,1,Online,10,No,2,145,10,0,36
42940,7,1,Online,10,No,25,102,10,0,36
42941,7,1,Online,10,No,179,118,10,0,42
42942,7,1,Online,10,No,18,129,13,0,36
42943,7,1,Online,10,No,25,102,10,0,36
42944,7,1,Online,10,No,7,102,58,0,36
42945,7,1,Online,10,No,8,26,12,0,36
42946,7,1,Online,10,No,28,129,10,0,30
42947,7,1,Online,10,No,17,54,80,0,36
42948,7,1,Online,10,No,9,57,37,0,36
42949,7,1,Online,10,No,29,118,15,0,36
42950,7,1,Online,10,No,8,53,10,0,42
42951,7,1,Online,10,No,25,79,10,0,29
42952,7,1,Online,10,No,30,129,10,0,38
42953,7,1,Online,10,No,6,26,13,0,36
42954,7,1,Online,10,No,11,56,12,0,36
42955,7,1,Online,10,No,40,56,0,0,36
42956,7,1,Online,10,No,8,57,13,0,36
42957,7,1,Online,10,No,2,56,17,0,36
42958,7,1,Online,10,No,40,26,19,0,36
42959,7,1,Online,10,No,54,118,24,0,53
42960,7,1,Online,10,No,22,118,10,0,36
42961,7,1,Online,10,No,18,79,17,0,36
42962,7,1,Online,10,No,2,118,10,0,36
42963,7,1,Online,10,No,35,145,14,0,36
42964,7,1,Online,10,No,3,26,26,0,36
42965,7,1,Online,10,No,7,26,34,0,36
42966,7,1,Online,0,No,35,118,20,0,36
42967,7,1,Online,0,No,1,79,20,0,36
42968,7,1,Online,0,No,2,118,20,0,36
42969,7,1,Online,0,No,31,139,59,0,36
42970,7,1,Online,0,No,4,79,20,0,36
42971,7,1,Online,0,No,7,140,20,0,43
42972,7,1,Online,0,No,11,139,105,0,36
42973,7,1,Online,0,No,5,79,20,0,36
42974,7,1,Online,0,No,4,79,20,0,36
42975,7,1,Online,0,No,4,79,20,0,36
42976,7,1,Online,0,No,73,57,20,0,35
42977,7,1,Online,0,No,70,140,20,0,61
42978,8,2,Online,25,No,5,56,78,31.2,118
42979,8,2,Online,25,No,58,56,39,15.6,118
42980,8,2,Online,25,No,5,56,39,15.6,118
42981,8,2,Online,25,No,29,56,31,12.4,118
42982,12,2,Online,25,No,9,19,15,6,61
42983,9,2,Online,8,No,12,126,26,9.1,30
42984,9,2,Online,8,No,16,79,18,6.3,48
42985,9,2,Online,8,No,2,26,22,7.7,47
42986,9,2,Online,8,No,28,129,22,7.7,39
42987,9,2,Online,8,No,5,26,22,7.7,53
42988,9,2,Online,8,No,3,53,22,7.7,56
42989,9,2,Online,8,No,17,102,33,11.55,38
42990,9,2,Online,8,No,36,102,30,10.5,42
42991,9,2,Online,8,No,18,129,22,7.7,47
42992,9,2,Online,8,No,2,102,18,6.3,43
42993,9,2,Online,8,No,186,57,30,10.5,27
42994,9,2,Online,8,No,9,123,26,9.1,46
42995,9,2,Online,8,No,102,26,40,14,39
42996,9,2,Online,8,No,8,88,18,6.3,35
42997,9,2,Online,8,No,115,102,47,16.45,32
42998,9,2,Online,8,No,12,129,18,6.3,39
42999,9,2,Online,8,No,21,53,26,9.1,51
43000,9,2,Online,25,Yes,105,68,45,15.75,19
43001,9,2,Online,25,No,42,53,0,24.15,47
43002,14,1,Offline,23,No,72,79,30,10.5,64
43003,14,1,Offline,23,No,72,79,30,10.5,69
43004,14,1,Offline,23,No,72,79,30,10.5,66
43005,14,1,Offline,23,No,72,79,30,10.5,69
43006,14,1,Offline,23,No,72,79,30,10.5,77
43007,14,1,Offline,23,No,72,79,30,10.5,68
43008,14,1,Offline,23,No,72,79,30,10.5,56
43009,14,1,Offline,23,No,72,79,30,10.5,63
43010,14,1,Offline,23,No,72,79,30,10.5,52
43011,14,1,Offline,23,No,72,79,30,10.5,51
43012,14,1,Offline,23,No,72,79,30,10.5,28
43013,14,1,Offline,23,No,72,79,30,10.5,81
43014,14,1,Offline,23,No,72,79,30,10.5,85
43015,14,1,Offline,23,No,72,79,30,10.5,29
43016,14,1,Offline,23,No,72,79,30,10.5,59
43017,14,1,Offline,23,No,72,79,30,10.5,59
43018,14,1,Offline,23,No,72,79,30,10.5,33
43019,14,1,Offline,23,No,72,79,30,10.5,76
43020,14,1,Offline,23,No,72,79,30,10.5,68
43021,14,1,Offline,23,No,72,79,30,10.5,70
43022,14,1,Offline,23,No,72,79,30,10.5,58
43023,14,1,Offline,23,No,72,79,30,10.5,59
43024,14,1,Offline,23,No,72,79,30,10.5,60
43025,14,1,Offline,23,No,72,79,30,10.5,58
43026,14,1,Offline,23,No,72,79,30,10.5,22
43027,14,1,Offline,23,No,72,79,30,10.5,62
43028,14,1,Offline,23,No,72,79,30,10.5,59
43029,14,1,Offline,23,No,72,79,30,10.5,37
43030,14,1,Offline,23,No,72,79,30,10.5,34
43031,14,1,Offline,23,No,72,79,30,10.5,63
43032,14,1,Offline,23,No,72,79,30,10.5,58
43033,14,1,Offline,23,No,72,79,30,10.5,53
43034,14,1,Offline,23,No,72,79,30,10.5,72
43035,14,1,Offline,23,No,72,79,30,10.5,70
43036,14,1,Offline,23,No,72,79,30,10.5,70
43037,14,1,Offline,23,No,72,79,30,10.5,29
43038,14,1,Offline,23,No,72,79,30,10.5,28
43039,14,1,Offline,23,No,72,79,30,10.5,48
43040,14,1,Offline,23,No,72,79,30,10.5,44
43041,14,1,Offline,23,No,72,79,30,10.5,24
43042,14,1,Offline,23,No,72,79,30,10.5,69
43043,14,1,Offline,23,No,72,79,30,10.5,21
43044,14,1,Offline,23,No,72,79,30,10.5,64
43045,14,1,Offline,23,No,55,129,30,10.5,61
43046,14,1,Offline,23,No,55,129,30,10.5,61
43047,3,1,Offline,12,No,100,79,29,9.57,71
43048,0,1,Online,25,No,30,91,130,49.4,22
43049,1,2,Online,2,No,23,102,62.43,21.85,48
43050,2,2,Online,9,No,153,118,53,13.25,32
43051,2,2,Online,9,No,24,118,60,15,30
43052,2,2,Online,9,Yes,41,118,45.5,11.38,54
43053,2,2,Online,9,No,4,118,42,10.5,36
43054,2,2,Online,9,No,113,118,112,28,24
43055,2,2,Online,9,No,3,118,16,4,29
43056,2,2,Online,9,No,45,118,27,6.75,36
43057,2,2,Online,9,No,4,118,32.5,8.13,29
43058,2,2,Online,9,No,17,118,60,15,49
43059,2,2,Online,9,No,4,118,16,4,44
43060,2,2,Online,9,No,13,118,33.5,8.38,23
43061,2,2,Online,9,No,25,118,16,4,26
43062,2,2,Online,9,No,78,118,165,41.25,59
43063,2,2,Online,17,No,36,118,88.5,22.13,33
43064,2,2,Online,17,No,4,118,18.5,4.63,41
43065,2,2,Online,17,No,23,118,29.5,7.38,21
43066,2,2,Online,17,No,20,118,62,15.5,36
43067,2,2,Online,17,No,45,118,56.5,14.13,36
43068,2,2,Online,4,No,465,118,216,54,37
43069,2,2,Online,4,No,365,118,216,54,28
43070,2,2,Online,4,No,365,118,161,40.25,42
43071,2,2,Online,4,No,364,118,322,80.5,22
43072,2,2,Online,4,Yes,366,118,216,54,51
43073,2,2,Online,4,No,366,118,216,54,33
43074,6,1,Online,16,No,14,93,59.4,35.64,27
43075,6,1,Online,16,No,37,4,29.7,17.82,39
43076,6,1,Online,16,No,10,79,19.8,11.88,31
43077,6,1,Online,16,No,22,124,69.3,41.58,29
43078,6,1,Online,16,No,103,121,29.7,17.82,28
43079,6,1,Online,16,No,17,139,19.8,11.88,61
43080,6,1,Online,16,No,10,79,19.8,11.88,29
43081,6,1,Online,16,No,66,79,39.6,23.76,44
43082,6,1,Online,16,No,36,124,19.8,11.88,32
43083,6,1,Online,16,No,46,79,19.8,11.88,44
43084,6,1,Online,16,No,27,4,79.2,47.52,32
43085,6,1,Online,16,No,30,4,69.3,41.58,46
43086,6,1,Online,16,No,16,129,79.2,47.52,41
43087,6,1,Online,16,No,22,93,59.4,35.64,53
43088,6,1,Online,16,No,16,46,138.6,83.16,31
43089,6,1,Online,16,No,3,79,19.8,11.88,31
43090,7,1,Online,1,No,11,63,38,0,36
43091,7,1,Online,1,No,27,129,20,0,61
43092,7,1,Online,1,No,54,56,54,0,36
43093,7,1,Online,1,No,9,102,71,0,36
43094,7,1,Online,1,No,24,118,90,0,36
43095,7,1,Online,1,No,34,53,20,0,62
43096,7,1,Online,1,No,2,129,31,0,65
43097,7,1,Online,1,No,5,4,67,0,36
43098,7,1,Online,1,No,14,57,20,0,40
43099,7,1,Online,1,No,73,26,21,0,36
43100,7,1,Online,1,No,10,26,39,0,52
43101,7,1,Online,1,No,161,26,39,0,36
43102,7,1,Online,1,No,24,26,0,0,63
43103,7,1,Online,1,No,41,68,47,0,36
43104,7,1,Online,1,No,19,129,20,0,37
43105,7,1,Online,1,No,6,129,20,0,41
43106,7,1,Online,1,No,56,118,72,0,36
43107,7,1,Online,1,No,6,69,112,0,36
43108,7,1,Online,1,No,13,63,112,0,36
43109,7,1,Online,1,No,45,26,64,0,36
43110,7,1,Online,1,No,12,145,32,0,59
43111,7,1,Online,1,No,6,129,39,0,37
43112,7,1,Online,1,No,87,129,21,0,36
43113,7,1,Online,1,No,40,53,20,0,36
43114,7,1,Online,1,No,12,145,50,0,36
43115,7,1,Online,1,No,51,53,20,0,36
43116,7,1,Online,1,No,51,53,20,0,36
43117,7,1,Online,1,No,8,126,42,0,36
43118,7,1,Online,1,No,9,113,112,0,36
43119,7,1,Online,10,No,55,123,20,0,36
43120,7,1,Online,10,No,5,88,10,0,46
43121,7,1,Online,10,No,47,102,10,0,36
43122,7,1,Online,10,No,39,118,26,0,36
43123,7,1,Online,10,No,8,63,52,0,36
43124,7,1,Online,10,No,52,118,16,0,36
43125,7,1,Online,10,No,1,123,11,0,36
43126,7,1,Online,10,No,1,129,10,0,36
43127,7,1,Online,10,No,16,27,0,0,36
43128,7,1,Online,10,No,27,126,14,0,36
43129,7,1,Online,10,No,3,57,10,0,45
43130,7,1,Online,10,No,34,57,10,0,34
43131,7,1,Online,10,No,102,79,41,0,27
43132,7,1,Online,10,No,54,26,24,0,36
43133,7,1,Online,10,No,7,56,16,0,36
43134,7,1,Online,10,No,97,102,27,0,36
43135,7,1,Online,10,No,1,145,10,0,36
43136,7,1,Online,10,No,9,129,10,0,36
43137,7,1,Online,10,No,13,56,21,0,36
43138,7,1,Online,10,No,123,26,29,0,27
43139,7,1,Online,10,No,118,56,15,0,48
43140,7,1,Online,10,No,5,118,10,0,36
43141,7,1,Online,10,No,1,118,10,0,36
43142,7,1,Online,10,No,11,102,10,0,28
43143,7,1,Online,10,No,23,93,80,0,36
43144,7,1,Online,10,No,22,93,20,0,36
43145,7,1,Online,10,No,9,118,13,0,36
43146,7,1,Online,10,No,37,4,71,0,64
43147,7,1,Online,10,No,12,118,36,0,36
43148,7,1,Online,10,No,36,41,80,0,36
43149,7,1,Online,10,No,8,145,52,0,36
43150,7,1,Online,10,No,17,145,24,0,33
43151,7,1,Online,10,No,3,118,10,0,36
43152,7,1,Online,10,No,10,140,54,0,38
43153,7,1,Online,10,No,89,26,30,0,36
43154,7,1,Online,10,No,27,56,16,0,42
43155,7,1,Online,10,No,85,56,15,0,26
43156,7,1,Online,10,No,5,102,10,0,60
43157,7,1,Online,10,No,7,129,10,0,51
43158,7,1,Online,10,No,16,102,78,0,36
43159,7,1,Online,10,No,22,129,31,0,36
43160,7,1,Online,10,No,12,8,11,0,36
43161,7,1,Online,10,No,21,129,10,0,48
43162,7,1,Online,10,No,52,26,10,0,26
43163,7,1,Online,10,No,66,26,26,0,36
43164,7,1,Online,10,No,4,118,16,0,36
43165,7,1,Online,10,No,7,26,35,0,36
43166,7,1,Online,0,No,3,79,20,0,36
43167,7,1,Online,0,No,13,79,20,0,54
43168,7,1,Online,0,No,2,79,20,0,66
43169,7,1,Online,0,No,4,118,20,0,36
43170,7,1,Online,0,No,1,118,20,0,26
43171,7,1,Online,0,No,15,102,20,0,36
43172,7,1,Online,0,No,31,63,62,0,36
43173,7,1,Online,0,No,5,26,20,0,36
43174,7,1,Online,0,No,6,79,20,0,56
43175,7,1,Online,0,No,13,79,20,0,49
43176,8,2,Online,25,No,9,56,39,15.6,118
43177,10,1,Online,25,No,12,101,95,36.1,48
43178,12,2,Online,25,No,6,19,15,6,51
43179,11,1,Online,18,No,25,122,100.5,65.33,33
43180,11,1,Online,18,No,18,139,100.5,65.33,56
43181,13,2,Online,22,No,73,118,16.2,4.54,48
43182,13,2,Online,22,No,35,118,7,1.96,48
43183,13,2,Online,22,No,58,118,1.09,0.31,48
43184,13,2,Online,22,No,59,118,1.35,0.38,48
43185,9,2,Online,8,No,6,129,22,7.7,40
43186,9,2,Online,8,No,46,26,0,14,53
43187,9,2,Online,8,No,37,68,35,12.25,37
43188,9,2,Online,8,No,15,26,22,7.7,31
43189,9,2,Online,8,No,14,26,35,12.25,47
43190,9,2,Online,8,No,64,129,22,7.7,44
43191,9,2,Online,8,No,45,26,40,14,53
43192,9,2,Online,8,No,77,68,97,33.95,42
43193,9,2,Online,8,No,1,129,18,6.3,38
43194,9,2,Online,8,No,5,79,18,6.3,38
43195,9,2,Online,8,No,15,26,26,9.1,44
43196,9,2,Online,8,No,12,125,55,19.25,32
43197,9,2,Online,8,No,93,102,0,12.95,53
43198,9,2,Online,8,No,9,129,22,7.7,69
43199,9,2,Online,25,No,39,63,58,20.3,31
43200,9,2,Online,25,No,41,21,39,13.65,41
43201,7,1,Offline,1,No,6,26,45,0,118
43202,2,2,Online,9,Yes,16,118,16,4,42
43203,2,2,Online,9,Yes,67,118,21,5.25,38
43204,2,2,Online,9,No,5,118,16,4,32
43205,2,2,Online,9,No,107,118,27,6.75,38
43206,2,2,Online,9,No,37,118,20,5,30
43207,2,2,Online,9,No,47,118,0,8.13,37
43208,2,2,Online,9,No,47,118,32.5,8.13,37
43209,2,2,Online,9,No,9,118,27,6.75,33
43210,2,2,Online,9,No,8,118,27,6.75,34
43211,2,2,Online,9,No,88,118,191.5,47.88,60
43212,2,2,Online,9,No,9,118,20,5,41
43213,2,2,Online,9,No,5,118,16,4,29
43214,2,2,Online,17,No,16,118,72,18,29
43215,2,2,Online,17,No,3,118,18.5,4.63,29
43216,2,2,Online,17,No,48,118,260,65,57
43217,2,2,Online,17,No,23,118,39,9.75,33
43218,2,2,Online,17,No,10,118,22.5,5.63,48
43219,2,2,Online,17,No,17,118,29,7.25,33
43220,2,2,Online,17,No,37,118,112.5,28.13,28
43221,2,2,Online,4,No,364,118,216,54,30
43222,2,2,Online,3,No,366,118,333,83.25,57
43223,2,2,Online,3,No,376,118,333,83.25,36
43224,6,1,Online,16,No,162,125,89.1,53.46,51
43225,6,1,Online,16,No,7,79,49.5,29.7,31
43226,6,1,Online,16,No,80,4,49.5,29.7,34
43227,6,1,Online,16,No,5,4,19.8,11.88,29
43228,6,1,Online,16,No,19,40,0,29.7,39
43229,6,1,Online,16,No,9,41,59.4,35.64,58
43230,6,1,Online,16,No,13,61,49.5,29.7,38
43231,6,1,Online,16,No,39,4,59.4,35.64,31
43232,6,1,Online,16,No,25,79,29.7,17.82,55
43233,6,1,Online,16,No,10,4,19.8,11.88,23
43234,6,1,Online,16,No,40,68,19.8,11.88,41
43235,6,1,Online,16,No,16,79,19.8,11.88,26
43236,6,1,Online,16,No,16,79,0,11.88,26
43237,6,1,Online,16,No,16,79,19.8,11.88,46
43238,6,1,Online,16,No,23,129,19.8,11.88,35
43239,6,1,Online,16,No,12,61,59.4,35.64,57
43240,6,1,Online,16,No,16,79,19.8,11.88,28
43241,6,1,Online,16,No,15,4,29.7,17.82,61
43242,6,1,Online,16,No,4,79,29.7,17.82,33
43243,6,1,Online,16,No,37,63,49.5,29.7,58
43244,7,1,Online,1,No,22,63,109,0,36
43245,7,1,Online,1,No,32,79,24,0,36
43246,7,1,Online,1,No,37,140,112,0,28
43247,7,1,Online,1,No,32,118,31,0,36
43248,7,1,Online,1,No,12,53,28,0,36
43249,7,1,Online,1,No,3,79,27,0,60
43250,7,1,Online,1,No,166,79,20,0,36
43251,7,1,Online,1,No,16,126,38,0,36
43252,7,1,Online,1,No,36,23,88,0,39
43253,7,1,Online,1,No,36,23,88,0,36
43254,7,1,Online,1,No,5,129,20,0,30
43255,7,1,Online,1,No,104,129,20,0,31
43256,7,1,Online,1,Yes,5,26,46,0,36
43257,7,1,Online,1,No,4,123,27,0,36
43258,7,1,Online,1,No,42,63,38,0,36
43259,7,1,Online,1,No,11,79,112,0,36
43260,7,1,Online,1,No,33,145,77,0,36
43261,7,1,Online,1,No,37,88,20,0,36
43262,7,1,Online,1,No,6,88,31,0,36
43263,7,1,Online,1,No,50,126,31,0,36
43264,7,1,Online,1,No,11,4,41,0,60
43265,7,1,Online,1,No,55,23,112,0,63
43266,7,1,Online,1,No,10,126,32,0,36
43267,7,1,Online,1,No,4,53,29,0,53
43268,7,1,Online,10,No,4,57,17,0,36
43269,7,1,Online,10,No,103,118,23,0,31
43270,7,1,Online,10,No,4,102,11,0,36
43271,7,1,Online,10,No,19,26,27,0,36
43272,7,1,Online,10,No,4,145,13,0,36
43273,7,1,Online,10,No,2,118,10,0,30
43274,7,1,Online,10,No,10,118,19,0,67
43275,7,1,Online,10,No,15,118,10,0,66
43276,7,1,Online,10,No,109,68,13,0,68
43277,7,1,Online,10,No,117,118,14,0,68
43278,7,1,Online,10,No,11,68,31,0,36
43279,7,1,Online,10,No,12,118,80,0,36
43280,7,1,Online,10,No,4,139,33,0,36
43281,7,1,Online,10,No,8,118,80,0,36
43282,7,1,Online,10,No,30,118,44,0,36
43283,7,1,Online,10,No,34,41,80,0,36
43284,7,1,Online,10,No,11,26,30,0,36
43285,7,1,Online,10,No,68,53,16,0,36
43286,7,1,Online,10,No,2,57,10,0,39
43287,7,1,Online,10,No,58,145,18,0,36
43288,7,1,Online,10,No,1,26,24,0,36
43289,7,1,Online,10,No,32,77,16,0,23
43290,7,1,Online,10,No,102,118,66,0,25
43291,7,1,Online,10,No,5,102,22,0,36
43292,7,1,Online,10,No,47,102,13,0,36
43293,7,1,Online,10,No,11,53,10,0,36
43294,7,1,Online,10,No,7,63,12,0,36
43295,7,1,Online,10,No,58,102,15,0,36
43296,7,1,Online,10,No,34,63,27,0,36
43297,7,1,Online,10,No,5,145,11,0,36
43298,7,1,Online,10,No,27,56,10,0,32
43299,7,1,Online,10,No,78,102,37,0,36
43300,7,1,Online,10,No,15,88,10,0,36
43301,7,1,Online,10,No,108,53,80,0,36
43302,7,1,Online,10,No,20,118,16,0,37
43303,7,1,Online,10,No,11,26,17,0,36
43304,7,1,Online,10,No,10,79,10,0,36
43305,7,1,Online,10,No,109,63,40,0,36
43306,7,1,Online,10,No,26,140,80,0,63
43307,7,1,Online,10,No,3,79,10,0,56
43308,7,1,Online,10,No,34,126,32,0,36
43309,7,1,Online,10,No,33,145,15,0,62
43310,7,1,Online,10,No,34,126,26,0,36
43311,7,1,Online,10,No,103,71,13,0,36
43312,7,1,Online,0,No,1,26,24,0,36
43313,7,1,Online,0,No,9,118,0,0,36
43314,7,1,Online,0,No,9,118,20,0,73
43315,7,1,Online,0,No,27,26,31,0,36
43316,7,1,Online,0,No,2,118,22,0,36
43317,7,1,Online,0,No,11,145,20,0,40
43318,7,1,Online,0,No,2,118,20,0,31
43319,7,1,Online,0,No,78,118,42,0,36
43320,7,1,Online,0,No,11,26,20,0,44
43321,7,1,Online,0,No,2,79,20,0,31
43322,7,1,Online,0,No,2,140,20,0,45
43323,7,1,Online,0,No,99,79,20,0,36
43324,7,1,Online,0,No,16,44,54,0,36
43325,8,2,Online,25,No,10,56,39,15.6,118
43326,8,2,Online,25,No,68,56,180,72,118
43327,10,1,Online,25,No,116,96,75,28.5,48
43328,12,2,Online,25,No,6,19,15,6,28
43329,12,2,Online,25,No,36,19,23,9.2,64
43330,12,2,Online,25,No,5,19,15,6,50
43331,12,2,Online,25,No,7,19,15,6,51
43332,12,2,Online,25,No,13,19,23,9.2,48
43333,11,1,Online,18,No,12,57,47.25,30.71,33
43334,11,1,Online,6,No,364,140,404.25,262.76,44
43335,11,1,Online,18,No,9,57,32.25,20.96,26
43336,9,2,Online,8,No,38,126,26,9.1,42
43337,9,2,Online,8,No,18,88,18,6.3,60
43338,9,2,Online,8,No,6,56,26,9.1,45
43339,9,2,Online,8,No,1,79,18,6.3,53
43340,9,2,Online,8,No,27,88,22,7.7,45
43341,9,2,Online,8,No,6,57,18,6.3,30
43342,9,2,Online,8,No,9,79,18,6.3,48
43343,9,2,Online,8,No,12,129,18,6.3,53
43344,9,2,Online,8,No,13,129,22,7.7,24
43345,9,2,Online,8,No,5,129,18,6.3,72
43346,9,2,Online,8,No,9,126,22,7.7,35
43347,9,2,Online,8,No,14,145,18,6.3,37
43348,9,2,Online,8,No,14,145,18,6.3,42
43349,9,2,Online,8,No,14,79,33,11.55,45
43350,9,2,Online,8,No,95,57,33,11.55,33
43351,9,2,Online,8,No,59,26,26,9.1,33
43352,9,2,Online,8,No,60,26,26,9.1,40
43353,9,2,Online,8,No,50,57,30,10.5,43
43354,9,2,Online,8,No,42,57,18,6.3,34
43355,9,2,Online,8,No,7,79,22,7.7,54
43356,9,2,Online,25,No,36,26,109,38.15,70
43357,9,2,Online,25,No,14,26,58,20.3,51
43358,9,2,Online,25,No,5,68,45,15.75,43
43359,7,1,Offline,1,No,4,57,29,0,118
43360,4,1,Offline,12,No,7,129,29,9.57,118
43361,9,2,Online,8,No,1,79,18,6.3,118
43362,2,2,Online,9,No,35,118,60,15,35
43363,2,2,Online,9,No,35,118,60,15,39
43364,2,2,Online,9,No,49,118,39,9.75,29
43365,2,2,Online,9,Yes,26,118,27,6.75,58
43366,2,2,Online,9,No,113,118,33.5,8.38,29
43367,2,2,Online,9,No,8,118,27,6.75,32
43368,2,2,Online,9,Yes,36,118,40,10,33
43369,2,2,Online,9,No,45,118,60,15,29
43370,2,2,Online,9,No,5,118,16,4,24
43371,2,2,Online,9,No,23,118,16,4,26
43372,2,2,Online,9,No,30,118,60,15,37
43373,2,2,Online,9,No,35,118,56.5,14.13,53
43374,2,2,Online,17,No,70,118,72,18,35
43375,2,2,Online,17,No,25,118,56.5,14.13,22
43376,2,2,Online,17,No,114,118,163,40.75,34
43377,2,2,Online,17,No,32,118,81.5,20.38,46
43378,2,2,Online,4,No,364,118,216,54,54
43379,2,2,Online,4,Yes,364,118,216,54,28
43380,2,2,Online,4,No,367,118,161,40.25,31
43381,2,2,Online,4,No,371,118,161,40.25,37
43382,2,2,Online,4,No,370,118,216,54,55
43383,2,2,Online,4,No,366,118,216,54,18
43384,2,2,Online,3,No,375,118,399.6,99.9,52
43385,2,2,Online,3,No,365,118,333,83.25,29
43386,6,1,Online,16,No,40,61,99,59.4,39
43387,6,1,Online,16,No,3,79,29.7,17.82,38
43388,6,1,Online,16,No,22,61,118.8,71.28,33
43389,6,1,Online,16,No,14,4,59.4,35.64,31
43390,6,1,Online,16,No,39,4,59.4,35.64,23
43391,6,1,Online,16,No,43,4,39.6,23.76,27
43392,6,1,Online,16,No,11,122,19.8,11.88,45
43393,6,1,Online,16,No,56,4,108.9,65.34,31
43394,6,1,Online,16,No,29,4,49.5,29.7,40
43395,6,1,Online,16,No,8,121,39.6,23.76,60
43396,6,1,Online,16,Yes,16,129,29.7,17.82,27
43397,6,1,Online,16,No,103,139,29.7,17.82,56
43398,6,1,Online,16,No,7,4,29.7,17.82,64
43399,6,1,Online,16,No,106,4,138.6,83.16,52
43400,6,1,Online,16,No,90,4,79.2,47.52,39
43401,6,1,Online,16,No,55,4,79.2,47.52,29
43402,6,1,Online,16,No,76,79,69.3,41.58,59
43403,6,1,Online,16,No,19,4,128.7,77.22,32
43404,6,1,Online,16,No,10,129,29.7,17.82,31
43405,6,1,Online,16,No,46,4,0,35.64,33
43406,6,1,Online,16,No,18,104,39.6,23.76,47
43407,7,1,Online,1,No,42,129,20,0,47
43408,7,1,Online,1,No,13,5,84,0,36
43409,7,1,Online,1,No,11,102,28,0,36
43410,7,1,Online,1,No,44,126,32,0,36
43411,7,1,Online,1,No,111,102,25,0,36
43412,7,1,Online,1,No,113,26,21,0,36
43413,7,1,Online,1,No,34,129,28,0,47
43414,7,1,Online,1,No,32,145,20,0,36
43415,7,1,Online,1,No,55,88,20,0,33
43416,7,1,Online,1,No,20,61,83,0,36
43417,7,1,Online,1,No,35,145,38,0,36
43418,7,1,Online,1,No,57,129,25,0,36
43419,7,1,Online,1,Yes,41,23,97,0,27
43420,7,1,Online,1,No,42,79,20,0,25
43421,7,1,Online,1,No,8,129,29,0,36
43422,7,1,Online,1,No,24,91,74,0,36
43423,7,1,Online,1,No,107,140,112,0,30
43424,7,1,Online,1,No,5,57,73,0,39
43425,7,1,Online,1,No,85,61,105,0,36
43426,7,1,Online,1,No,6,57,35,0,36
43427,7,1,Online,1,No,18,21,24,0,36
43428,7,1,Online,1,No,34,140,112,0,39
43429,7,1,Online,1,No,3,129,20,0,56
43430,7,1,Online,1,No,9,68,44,0,36
43431,7,1,Online,1,No,134,26,34,0,36
43432,7,1,Online,1,No,35,145,23,0,36
43433,7,1,Online,1,No,29,79,20,0,41
43434,7,1,Online,1,No,101,126,31,0,36
43435,7,1,Online,10,No,92,57,16,0,36
43436,7,1,Online,10,No,23,57,14,0,36
43437,7,1,Online,10,No,6,26,37,0,36
43438,7,1,Online,10,No,17,79,10,0,45
43439,7,1,Online,10,No,39,57,10,0,43
43440,7,1,Online,10,No,111,140,80,0,29
43441,7,1,Online,10,No,28,126,14,0,23
43442,7,1,Online,10,No,3,57,11,0,36
43443,7,1,Online,10,No,46,123,20,0,36
43444,7,1,Online,10,No,3,79,14,0,47
43445,7,1,Online,10,No,37,140,72,0,64
43446,7,1,Online,10,No,168,56,20,0,36
43447,7,1,Online,10,No,162,56,10,0,36
43448,7,1,Online,10,No,22,129,52,0,51
43449,7,1,Online,10,No,15,56,19,0,53
43450,7,1,Online,10,No,51,53,13,0,36
43451,7,1,Online,10,No,3,118,0,0,36
43452,7,1,Online,10,No,5,118,11,0,36
43453,7,1,Online,10,No,12,145,0,0,36
43454,7,1,Online,10,No,113,140,80,0,59
43455,7,1,Online,10,No,28,129,13,0,36
43456,7,1,Online,10,No,52,102,13,0,36
43457,7,1,Online,10,No,100,63,66,0,36
43458,7,1,Online,0,No,2,79,20,0,36
43459,7,1,Online,0,No,2,79,20,0,36
43460,7,1,Online,0,No,14,53,20,0,36
43461,7,1,Online,0,No,6,57,20,0,38
43462,7,1,Online,0,No,10,57,20,0,26
43463,7,1,Online,0,No,1,140,24,0,45
43464,12,2,Online,25,No,50,19,15,6,42
43465,13,2,Online,22,No,70,118,8.49,2.38,48
43466,13,2,Online,22,No,56,118,1.09,0.31,48
43467,13,2,Online,22,No,56,118,1.09,0.31,48
43468,9,2,Online,8,No,1,79,18,6.3,57
43469,9,2,Online,8,No,24,129,18,6.3,43
43470,9,2,Online,8,No,92,93,179,62.65,51
43471,9,2,Online,8,No,164,26,40,14,33
43472,9,2,Online,8,No,50,145,42,14.7,23
43473,9,2,Online,8,No,12,57,22,7.7,53
43474,9,2,Online,8,No,40,4,35,12.25,29
